element_i_token,element_j_token,calibration_reference_graphs,calibration_sampled_graphs,test_reference_graphs,test_sampled_graphs
59,82,46,49,41,55
61,64,184,207,209,179
61,65,161,175,194,169
61,66,178,164,139,188
61,67,178,166,157,170
61,68,183,168,153,170
61,70,7,16,18,15
61,71,7,11,11,14
61,75,14,19,12,16
61,76,56,56,52,50
61,77,57,76,57,55
61,78,69,70,76,54
61,79,77,74,75,84
61,80,85,89,111,101
61,81,36,32,38,48
61,82,45,49,39,50
62,64,10,10,7,10
62,65,13,5,3,6
62,66,4,10,5,3
62,68,5,6,5,6
62,70,5,4,14,5
62,76,4,5,9,6
62,77,11,6,13,10
62,78,25,19,17,16
62,79,19,17,17,15
62,80,16,15,16,17
62,81,9,14,22,6
62,82,5,14,7,12
64,65,202,200,213,187
64,66,214,201,196,178
64,67,202,185,176,197
64,68,195,186,178,209
64,70,18,24,19,21
64,71,12,14,6,15
64,72,3,6,7,8
64,75,22,26,16,20
64,76,46,53,64,71
64,77,61,65,61,67
64,78,58,48,54,61
64,79,81,92,87,95
64,80,120,100,113,91
64,81,43,46,39,48
64,82,54,39,45,38
65,66,206,162,201,185
65,67,190,178,212,156
65,68,191,166,195,189
65,70,23,22,16,20
65,71,6,17,11,18
65,75,9,20,17,28
65,76,46,46,69,55
65,77,60,58,60,57
65,78,59,51,64,42
65,79,93,67,80,58
65,80,110,84,107,85
65,81,54,29,47,33
65,82,43,45,43,41
66,67,170,163,212,181
66,68,187,183,188,186
66,70,20,28,26,19
66,71,13,21,17,27
66,72,5,7,6,5
66,75,21,21,20,26
66,76,53,60,50,52
66,77,76,69,63,65
66,78,61,49,49,49
66,79,91,59,79,77
66,80,117,102,112,114
66,81,35,36,48,35
66,82,41,53,43,32
67,68,174,185,191,196
67,70,15,15,14,21
67,71,11,16,7,16
67,72,9,9,6,2
67,75,22,27,26,18
67,76,49,37,54,49
67,77,66,44,66,70
67,78,65,40,52,55
67,79,84,66,71,58
67,80,102,82,104,72
67,81,41,26,52,34
67,82,45,28,50,43
68,70,20,29,24,19
68,71,9,26,18,25
68,75,22,25,21,23
68,76,43,54,50,56
68,77,47,56,65,61
68,78,50,46,55,46
68,79,73,51,57,64
68,80,108,100,99,102
68,81,56,37,49,40
68,82,35,57,42,50
69,76,6,8,9,9
69,77,12,8,5,9
69,78,8,9,7,9
70,75,10,23,9,11
70,76,20,19,20,24
70,77,15,28,23,30
70,78,20,33,21,20
70,79,32,21,25,26
70,80,24,12,20,20
70,81,13,12,9,11
71,72,14,12,7,12
71,74,11,11,10,6
71,75,14,11,10,21
71,76,32,29,20,39
71,77,21,25,18,22
71,78,15,15,16,20
71,79,18,17,8,14
71,80,13,23,18,24
71,81,15,10,12,4
71,82,16,20,11,10
72,73,16,14,23,19
72,74,9,8,19,9
72,75,19,23,29,25
72,76,19,17,24,16
72,77,15,14,21,18
72,78,5,4,3,6
72,80,12,12,15,13
73,74,12,10,13,6
73,75,9,12,10,14
73,76,6,12,14,11
73,77,8,9,10,7
73,80,6,8,6,5
74,75,7,8,9,5
74,77,5,6,4,3
75,76,19,31,18,37
75,77,10,14,10,25
75,78,8,8,11,12
75,79,8,11,8,13
75,80,8,14,12,15
75,81,9,12,5,7
75,82,6,9,5,7
76,77,42,60,46,70
76,78,31,37,21,29
76,79,17,24,18,29
76,80,26,24,28,30
76,81,10,26,16,22
76,82,14,17,7,12
77,78,72,98,79,76
77,79,51,66,52,65
77,80,49,52,37,59
77,81,36,63,31,40
77,82,22,34,40,35
78,79,134,131,144,139
78,80,104,109,101,116
78,81,77,73,70,68
78,82,38,67,42,59
79,80,244,226,211,224
79,81,158,127,153,141
79,82,68,89,87,87
80,81,159,223,183,196
80,82,100,168,107,159
81,82,77,136,93,139
